1.png,0.0		 ,0.0,400.0	       ,0.0,		     0.0,0.0,0.0418879,  0.0418879,  0.859311, 1.1,  1.1,  0,  1024, 1024,
2.png,-34.987745988359326,0.0,399.9117666026757,0.0,-0.08726646259971638,0.0,0.0418879,  0.0418879,  0.859311, 1.1,  1.1,  0,  1024, 1024,
